geoid	pop	white	black	amerind	asian	hawaiian	other	two	hispanic	povrate	income	noed	high	associates	bachelors	masters	prof	phd
110010001001	1240	1189	0	0	35	0	16	0	103	0.066935484	109147	0	0.1495228	0.015906681	0.288441145	0.191940615	0.239660657	0.114528102
110010001002	1436	1266	63	0	55	0	27	25	32	0.048050139	90894	0	0.084622384	0.026387625	0.24021838	0.340309372	0.20655141	0.101910828
110010001003	1261	1108	0	86	67	0	0	0	48	0.057097542	121897	0	0.026205451	0	0.272536688	0.296645702	0.320754717	0.083857442
110010001004	1062	989	0	0	73	0	0	0	98	0	127450	0	0.076416337	0.021080369	0.28458498	0.276679842	0.177865613	0.163372859
110010002011	3909	2924	347	0	474	0	7	157	154	1	1657	0	0.557692308	0	0.173076923	0	0.269230769	0
110010002021	1332	1124	39	0	132	0	25	12	95	0.1996997	89397	0.044303797	0.039240506	0.010126582	0.264556962	0.306329114	0.196202532	0.139240506
110010002022	760	749	0	0	0	0	0	11	0	0.017105263	131436	0	0.047297297	0.02027027	0.337837838	0.39527027	0.101351351	0.097972973
110010002023	1004	924	33	0	5	0	0	42	34	0.277777778	64138	0.020376176	0.128526646	0	0.437304075	0.225705329	0.141065831	0.047021944
110010002024	1770	1469	101	12	121	0	0	67	90	0.240300375	51437	0	0.015600624	0	0.36349454	0.355694228	0.223088924	0.042121685
110010003001	1267	1195	0	12	36	0	24	0	69	0.117600631	68359	0	0.057279236	0.019093079	0.261336516	0.366348449	0.182577566	0.113365155
110010003002	1426	1128	20	11	110	0	37	120	240	0.091865358	51844	0.125998225	0.148181012	0.026619343	0.22715173	0.321206744	0.078083407	0.072759539
110010003003	1461	1226	57	0	163	0	0	15	134	0.162902122	77819	0.014659686	0.27434555	0.043979058	0.190575916	0.254450262	0.096335079	0.12565445
110010003004	1755	1651	0	43	32	20	0	9	54	0.143589744	65338	0	0.025919732	0	0.447324415	0.285117057	0.214882943	0.026755853
110010004001	661	569	35	0	52	0	0	5	33	0.093797277	137721	0.059160305	0.116412214	0.013358779	0.188931298	0.187022901	0.236641221	0.198473282
110010004002	846	705	50	0	59	0	0	32	142	0.072115385	110870	0.036337209	0.165697674	0.030523256	0.219476744	0.290697674	0.181686047	0.075581395
110010005011	1995	1617	115	52	133	0	0	78	248	0.123607427	64555	0.025955299	0.035328046	0	0.387887527	0.204037491	0.234318673	0.112472963
110010005012	1362	1103	18	97	77	0	0	67	82	0.069750367	98838	0	0.207875458	0	0.296703297	0.315934066	0.127289377	0.052197802
110010005021	1739	1560	28	0	91	0	31	29	209	0.025876941	94806	0.046805349	0.109212481	0.005943536	0.214710253	0.323179792	0.213224368	0.08692422
110010005022	1291	1061	77	0	63	0	18	72	87	0.078233927	86034	0.018134715	0.105354059	0.025906736	0.283246978	0.291882556	0.190846287	0.08462867
110010006001	1022	851	67	0	0	0	41	63	159	0.10665362	110371	0.023498695	0.03002611	0.022193211	0.237597911	0.219321149	0.325065274	0.14229765
110010006002	1009	825	15	0	169	0	0	0	39	0.115956392	83640	0.016968326	0.095022624	0	0.299773756	0.309954751	0.179864253	0.09841629
110010006003	828	740	54	0	34	0	0	0	67	0.140506329	130333	0.095238095	0	0.020408163	0.260204082	0.379251701	0.079931973	0.164965986
110010006004	1620	1340	159	0	61	7	3	50	162	0.089248067	90233	0.020984081	0.157018813	0.015918958	0.343704776	0.209117221	0.155571635	0.097684515
110010007011	1137	763	37	0	209	0	0	128	100	0.063324538	48077	0.089098532	0.046121593	0.029350105	0.396226415	0.306079665	0.111111111	0.022012579
110010007012	1592	1347	44	0	69	0	0	132	34	0.072236181	55834	0.03202329	0.116448326	0.024745269	0.370451237	0.295487627	0.11062591	0.050218341
110010007013	1311	1242	39	0	30	0	0	0	80	0.021357742	101307	0	0.125771605	0.010030864	0.438271605	0.280864198	0.061728395	0.083333333
110010007014	875	611	1	0	263	0	0	0	19	0.022857143	70728	0.111424542	0.149506347	0.001410437	0.184767278	0.414668547	0.090267983	0.047954866
110010007021	1305	1202	27	23	38	0	0	15	13	0.055938697	54421	0.016483516	0.110805861	0.024725275	0.409340659	0.306776557	0.075091575	0.056776557
110010007022	892	724	119	0	36	0	0	13	133	0.165919283	38399	0	0.142503098	0	0.48574969	0.302354399	0	0.069392813
110010007023	1089	801	19	0	44	0	210	15	315	0.016528926	65057	0	0.155053974	0.110893032	0.3218842	0.343473994	0.049067713	0.019627085
110010008011	2095	1516	173	0	130	0	87	189	205	0.17326969	65488	0.042424242	0.0996633	0.027609428	0.336700337	0.259259259	0.15016835	0.084175084
110010008012	817	817	0	0	0	0	0	0	41	0.013463892	220398	0	0.157807309	0	0.212624585	0.289036545	0.121262458	0.219269103
110010008013	2429	2064	210	0	0	0	69	86	301	0.151090984	119373	0.088875809	0.087698646	0.008240141	0.362566215	0.200117716	0.191877575	0.060623896
110010008014	1176	943	19	0	140	0	0	74	49	0.05915493	42607	0.02672956	0.121069182	0	0.347484277	0.224842767	0.152515723	0.127358491
110010008021	1571	1282	145	0	34	0	0	110	92	0.062380649	97254	0	0.074529075	0.052416052	0.357084357	0.234234234	0.171171171	0.110565111
110010008022	1082	949	0	0	109	0	10	14	123	0.251386322	77730	0.018055556	0.055555556	0.009722222	0.341666667	0.290277778	0.186111111	0.098611111
110010009011	1399	1198	26	0	41	0	24	110	170	0.04431737	96401	0.010912698	0.120039683	0.009920635	0.287698413	0.295634921	0.180555556	0.095238095
110010009012	1476	1275	88	0	78	0	17	18	83	0.053523035	155987	0.015510949	0.099452555	0.031934307	0.289233577	0.263686131	0.251824818	0.048357664
110010009013	4685	3878	536	5	168	0	40	58	471	0.256124722	29278	0.01827957	0.140860215	0.013978495	0.359139785	0.210752688	0.169892473	0.087096774
110010009021	692	644	8	0	19	0	10	11	161	0.060693642	111655	0.001937984	0.073643411	0.009689922	0.333333333	0.263565891	0.248062016	0.069767442
110010009022	1442	1305	35	0	53	0	19	30	85	0.019417476	96318	0.010183299	0.127291242	0.063136456	0.282077393	0.271894094	0.199592668	0.045824847
110010010011	698	463	16	0	75	0	0	144	80	0.054441261	57057	0	0.180873181	0	0.264033264	0.232848233	0.201663202	0.120582121
110010010012	2018	1739	33	0	104	0	0	142	106	0.053518335	62926	0.019267823	0.159922929	0.022479127	0.289017341	0.25433526	0.159280668	0.095696853
110010010013	1016	926	0	0	0	0	0	90	60	0.01476378	91938	0	0.023121387	0	0.145953757	0.523121387	0.268786127	0.039017341
110010010014	2130	1868	73	0	129	0	5	55	124	0.033145716	61550	0.022648084	0.078397213	0.011324042	0.304006969	0.25174216	0.278745645	0.053135889
110010010015	955	799	0	0	31	0	0	125	0	0.148691099	50085	0	0.076923077	0	0.353430353	0.305613306	0.045738046	0.218295218
110010010016	1257	1066	14	0	79	0	0	98	143	0.027844073	79341	0	0.052451539	0	0.353477765	0.248574686	0.104903079	0.24059293
110010010021	1280	1003	33	0	225	0	0	19	23	0.59375	25646	0.038990826	0.135321101	0	0.155963303	0.518348624	0.03440367	0.116972477
110010010022	1229	935	161	0	115	0	0	18	75	0.083807974	71728	0.073271414	0.10629515	0	0.222910217	0.481940144	0.084623323	0.030959752
110010010023	790	722	19	0	19	0	0	30	147	0.024111675	65767	0.026548673	0.255162242	0.017699115	0.286135693	0.194690265	0.178466077	0.041297935
110010011001	1813	1451	184	0	131	0	0	47	181	0.034949267	81955	0.038147139	0.09400545	0.051089918	0.389645777	0.173705722	0.166212534	0.08719346
110010011002	1260	994	171	0	27	0	0	68	32	0.053435115	92913	0.043604651	0.147286822	0.007751938	0.234496124	0.293604651	0.21124031	0.062015504
110010011003	678	645	22	0	11	0	0	0	57	0.088495575	78684	0	0.037470726	0.035128806	0.330210773	0.2529274	0.262295082	0.081967213
110010011004	592	519	17	0	29	0	0	27	2	0.032094595	98683	0.002557545	0.071611253	0	0.25831202	0.232736573	0.268542199	0.166240409
110010012001	1936	1428	168	0	166	0	57	117	100	0.042871901	71505	0	0.105874758	0	0.339573919	0.16655907	0.263395739	0.124596514
110010012002	1082	892	45	0	104	0	41	0	91	0.135859519	63698	0.082681564	0.064804469	0	0.425698324	0.144134078	0.090502793	0.192178771
110010012003	678	598	0	0	80	0	0	0	7	0.010324484	92423	0.030050083	0.110183639	0	0.497495826	0.188647746	0.100166945	0.07345576
110010012004	1289	1216	13	0	34	0	26	0	171	0.078355314	82441	0.035	0.213	0	0.299	0.194	0.153	0.106
110010013011	1661	1326	138	0	113	0	0	84	50	0.085490668	85261	0	0.031394275	0.031394275	0.300092336	0.314866113	0.271468144	0.050784857
110010013012	579	418	55	0	30	0	0	76	0	0.01384083	140895	0	0.075514874	0	0.167048055	0.384439359	0.372997712	0
110010013013	1920	1648	122	0	108	0	42	0	211	0.110442865	78302	0.032338308	0.036691542	0	0.271144279	0.292288557	0.268034826	0.099502488
110010013021	2446	2054	155	0	153	0	27	57	414	0.114881439	72766	0	0.12432675	0.025583483	0.245960503	0.401256732	0.145421903	0.057450628
110010013022	4311	3561	249	0	195	0	72	234	428	0.051728137	78131	0	0.08319739	0.017672648	0.370309951	0.281674823	0.168841762	0.078303426
110010013023	939	671	51	0	96	0	16	105	38	0.195953142	79123	0	0.083204931	0	0.223420647	0.382126348	0.237288136	0.073959938
110010014011	2168	1723	210	0	84	0	129	22	211	0.160516605	70546	0.018915511	0.105296343	0.025851198	0.361916772	0.236443884	0.183480454	0.068095839
110010014012	1177	1137	1	0	15	0	16	8	25	0.007646559	95534	0	0.055487053	0	0.23674476	0.320591862	0.266337855	0.120838471
110010014021	857	686	75	0	17	0	0	79	25	0	116819	0	0.058139535	0.013289037	0.328903654	0.245847176	0.305647841	0.048172757
110010014022	699	562	116	0	6	0	0	15	5	0.051094891	109858	0.066037736	0.132075472	0.032075472	0.19245283	0.386792453	0.122641509	0.067924528
110010014023	1358	918	255	27	86	0	32	40	194	0.160530191	71297	0.166666667	0.114583333	0.006628788	0.396780303	0.172348485	0.102272727	0.040719697
110010015001	1749	1014	602	0	47	0	0	86	122	0	72224	0.022022838	0.120717781	0.037520392	0.38091354	0.165579119	0.193311582	0.079934747
110010015002	872	805	0	0	0	0	0	67	46	0.037844037	80107	0	0.092833876	0.037459283	0.267100977	0.338762215	0.206840391	0.057003257
110010015003	815	668	124	0	23	0	0	0	0	0.027820711	108006	0.065967016	0.181409295	0.020989505	0.23988006	0.269865067	0.221889055	0
110010015004	1748	1506	189	0	39	0	0	14	10	0.058352403	77983	0.008979592	0.068571429	0.017142857	0.256326531	0.278367347	0.284081633	0.086530612
110010015005	975	896	0	0	14	0	13	52	41	0.033846154	88292	0	0.111480865	0.019966722	0.277870216	0.249584027	0.236272879	0.104825291
110010016001	1097	264	769	11	10	0	0	43	25	0.066972477	65508	0.002375297	0.140142518	0.041567696	0.250593824	0.311163895	0.190023753	0.064133017
110010016002	591	125	386	0	0	0	3	77	3	0.054982818	57165	0.058441558	0.218614719	0.071428571	0.261904762	0.281385281	0.041125541	0.067099567
110010016003	568	91	476	0	0	0	0	1	2	0.02300885	87711	0.054820416	0.240075614	0	0.126654064	0.387523629	0.079395085	0.111531191
110010016004	1944	419	1480	3	0	0	12	30	34	0.018004115	64061	0.017844397	0.13847252	0.018558173	0.475374732	0.189150607	0.115631692	0.04496788
110010017021	1663	846	722	0	35	0	51	9	137	0.163559832	58647	0.066153846	0.197692308	0.044615385	0.222307692	0.300769231	0.096153846	0.072307692
110010017022	1284	310	903	0	24	0	16	31	45	0.047619048	43870	0.079802956	0.517241379	0.024630542	0.202955665	0.095566502	0.060098522	0.019704433
110010018031	1178	116	860	0	33	0	0	169	32	0.049235993	53308	0.116004296	0.371643394	0.019334049	0.309344791	0.125671321	0.032223416	0.025778733
110010018032	2478	290	1704	12	0	0	437	35	827	0.127522195	24562	0.202082058	0.42988365	0.089406001	0.130434783	0.123698714	0.005511329	0.018983466
110010018041	1338	360	788	38	98	0	54	0	394	0.086696562	27290	0.367886179	0.291666667	0.035569106	0.12195122	0.073170732	0.074186992	0.035569106
110010018042	1682	504	830	0	9	0	339	0	780	0.373188406	17902	0.377876106	0.486725664	0.046017699	0.028318584	0.044247788	0.007964602	0.008849558
110010018043	2487	629	1249	0	15	0	546	48	1065	0.151186168	25110	0.285951327	0.417588496	0.029314159	0.168141593	0.072455752	0.017699115	0.008849558
110010019011	960	96	864	0	0	0	0	0	50	0.28125	28245	0.079422383	0.514440433	0	0.164259928	0.187725632	0.054151625	0
110010019012	1180	181	904	0	0	0	0	95	0	0.052542373	31409	0.055819477	0.628266033	0.035629454	0.159144893	0.112826603	0	0.008313539
110010019013	909	84	767	12	46	0	0	0	51	0.01870187	35233	0.106524634	0.436750999	0.06391478	0.191744341	0.165113182	0.025299601	0.010652463
110010019014	886	124	664	0	86	0	12	0	52	0.023702032	33379	0.118483412	0.552922591	0.036334913	0.011058452	0.167456556	0.099526066	0.014218009
110010019021	1539	156	1232	0	6	0	126	19	231	0.081871345	35099	0.062043796	0.455291971	0.042883212	0.199817518	0.193430657	0.023722628	0.022810219
110010019022	631	154	457	0	8	0	4	8	81	0.109350238	37508	0.111111111	0.436781609	0.143678161	0.11302682	0.124521073	0.021072797	0.049808429
110010020011	1254	129	740	0	111	0	269	5	296	0.109250399	23020	0.231481481	0.491769547	0.077160494	0.12654321	0.049382716	0.012345679	0.011316872
110010020012	1294	466	379	0	74	0	311	64	383	0.060278207	52962	0.04989605	0.294178794	0.01039501	0.331600832	0.177754678	0.118503119	0.017671518
110010020021	1148	420	458	0	30	0	178	62	190	0.028795812	48862	0.100472813	0.38534279	0.028368794	0.281323877	0.087470449	0.107565012	0.009456265
110010020022	1452	527	725	0	0	0	192	8	475	0.22043387	29755	0.153611394	0.457782299	0.042726348	0.141403866	0.094608342	0.1017294	0.008138352
110010020023	1098	196	782	0	0	0	94	26	247	0.244080146	41475	0.120218579	0.370491803	0.07431694	0.193442623	0.174863388	0.031693989	0.034972678
110010021011	1247	56	945	147	45	0	9	45	225	0.082598236	31068	0.097435897	0.617435897	0.036923077	0.216410256	0.019487179	0.012307692	0
110010021012	1280	229	647	0	47	0	322	35	779	0.3	22341	0.380382775	0.362440191	0.044258373	0.110047847	0.068181818	0.034688995	0
110010021013	1230	95	1084	12	0	0	0	39	22	0.130081301	30212	0.076508621	0.573275862	0.012931034	0.209051724	0.075431034	0.052801724	0
110010021014	835	161	354	0	0	0	310	10	393	0.131736527	20747	0.05	0.781481481	0.018518519	0.133333333	0	0	0.016666667
110010021015	1160	215	506	0	0	0	425	14	631	0.302631579	17460	0.399147727	0.40625	0	0.157670455	0.036931818	0	0
110010021021	923	61	601	3	0	0	222	36	235	0.206933911	27046	0.119426752	0.468152866	0.020700637	0.291401274	0.070063694	0.030254777	0
110010021022	742	46	503	0	0	0	193	0	193	0.188679245	26389	0.178082192	0.506849315	0.011741683	0.140900196	0.133072407	0.029354207	0
110010021023	1090	108	828	5	0	0	132	17	182	0.195672625	36679	0.018072289	0.385542169	0.013253012	0.410843373	0.160240964	0.012048193	0
110010021024	614	56	413	0	0	0	140	5	140	0.159609121	36635	0.131630648	0.424361493	0.025540275	0.227897839	0.110019646	0.015717092	0.064833006
110010021025	706	67	313	0	35	0	274	17	326	0.04815864	33630	0.216624685	0.413098237	0.098236776	0.173803526	0.062972292	0.020151134	0.01511335
110010021026	826	106	473	0	0	0	247	0	317	0.310218978	29753	0.290566038	0.432075472	0.013207547	0.216981132	0.047169811	0	0
110010022011	1475	149	972	19	41	0	246	48	270	0.072331461	25572	0.223052295	0.331910352	0.044823906	0.271077908	0.068303095	0	0.060832444
110010022012	1487	253	1105	0	24	0	68	37	220	0.048419637	28744	0.223055295	0.543580131	0.011246485	0.146204311	0.049671978	0.026241799	0
110010022013	706	36	650	0	0	0	0	20	12	0.111898017	26960	0.160243408	0.527383367	0.050709939	0.204868154	0.056795132	0	0
110010022021	1633	174	970	0	60	0	384	45	414	0.257195346	31209	0.175330396	0.4969163	0.040528634	0.184140969	0.034361233	0	0.068722467
110010022022	1177	6	1129	0	0	0	35	7	41	0.237043331	21603	0.027700831	0.772853186	0	0.173130194	0.013850416	0	0.012465374
110010022023	785	43	515	0	0	0	220	7	210	0.188535032	32862	0.113948919	0.385068762	0	0.263261297	0.190569745	0.021611002	0.025540275
110010023011	1247	251	862	31	25	0	40	38	118	0.186046512	34004	0.127368421	0.461052632	0.024210526	0.197894737	0.12	0.038947368	0.030526316
110010023012	1621	363	1025	10	14	0	147	62	208	0.112276373	34506	0.20777161	0.373513085	0.038858049	0.155432197	0.141950833	0.076923077	0.00555115
110010023021	1808	698	990	0	60	0	9	51	15	0.343234323	34318	0.084834835	0.381381381	0.039039039	0.185435435	0.127627628	0.119369369	0.062312312
110010024001	787	250	333	0	27	0	124	53	264	0.071887035	34204	0.26975945	0.336769759	0.036082474	0.154639175	0.154639175	0.041237113	0.006872852
110010024002	1018	171	779	24	0	0	27	17	84	0.062007874	40622	0.129411765	0.54379085	0.039215686	0.197385621	0.061437908	0.02875817	0
110010024003	881	240	587	0	29	0	0	25	57	0.245153934	38477	0.079722704	0.43847487	0.045060659	0.162911612	0.197573657	0.032928943	0.043327556
110010024004	1228	328	558	0	24	0	249	69	367	0.113841114	37168	0.137055838	0.358375635	0.010152284	0.267005076	0.131979695	0.056852792	0.03857868
110010025011	1145	223	803	0	0	0	53	66	307	0.510993843	14490	0.415797317	0.378539493	0.078986587	0.052160954	0.074515648	0	0
110010025012	1371	500	812	0	8	0	0	51	129	0.15497076	49665	0.023233301	0.286544046	0.050338819	0.291384318	0.186834463	0.121006776	0.040658277
110010025021	970	151	555	15	12	0	210	27	274	0.210309278	40434	0.026217228	0.571785268	0.06866417	0.06866417	0.248439451	0	0.016229713
110010025022	1373	427	654	0	35	0	257	0	395	0.212672979	31342	0.129943503	0.488135593	0.058757062	0.09039548	0.164971751	0.025988701	0.04180791
110010025023	1537	271	983	0	14	0	241	28	413	0.052666228	26184	0.137154555	0.470829069	0.010235415	0.198567042	0.164790174	0.018423746	0
110010025024	1629	872	464	0	33	0	226	34	921	0.156537753	33225	0.401134522	0.30713128	0	0.130470016	0.109400324	0.027552674	0.024311183
110010026001	1174	467	510	8	58	12	82	37	150	0.053662692	61490	0.02640264	0.248624862	0.063806381	0.255225523	0.198019802	0.182618262	0.02530253
110010026002	1221	526	576	0	53	0	51	15	22	0.061425061	68341	0.025263158	0.169473684	0.027368421	0.281052632	0.223157895	0.215789474	0.057894737
110010027011	548	426	57	0	0	0	0	65	62	0.083941606	55965	0	0.101030928	0	0.41443299	0.430927835	0.045360825	0.008247423
110010027012	1720	1203	377	0	87	0	0	53	44	0.075129534	52733	0.097100472	0.209710047	0.020229265	0.261631827	0.305461902	0.05799056	0.047875927
110010027013	691	626	20	0	0	0	0	45	14	0.060781476	77254	0	0.099025974	0.01461039	0.378246753	0.310064935	0.137987013	0.060064935
110010027014	1641	1151	397	14	48	0	0	31	717	0.204753199	35695	0.159624413	0.368544601	0.018779343	0.261345853	0.15571205	0.010172144	0.025821596
110010027021	1838	1136	358	0	39	0	292	13	1033	0.050598477	34180	0.310160428	0.271199389	0.037433155	0.148204736	0.18105424	0	0.051948052
110010027022	2487	2118	206	0	40	0	76	47	451	0.038198633	68081	0.041349293	0.125680087	0.009793254	0.307399347	0.270402612	0.177366703	0.068008705
110010027023	1522	1162	287	0	20	0	0	53	24	0.042706965	55765	0.012251149	0.202909648	0	0.256508423	0.401990812	0.068912711	0.057427259
110010028011	1101	385	607	0	31	0	16	62	16	0.259763851	37846	0.149774775	0.298423423	0.019144144	0.279279279	0.152027027	0.058558559	0.042792793
110010028012	3109	1157	952	0	446	0	506	48	1376	0.16243165	22068	0.233237548	0.375957854	0.039272031	0.212643678	0.08045977	0.054118774	0.004310345
110010028021	2857	1565	588	0	235	0	395	74	1441	0.116099614	34013	0.304990758	0.315157116	0.01987061	0.149260628	0.159426987	0.039279113	0.012014787
110010028022	2020	985	572	12	76	0	345	30	707	0.257242757	22391	0.268417214	0.323121809	0	0.215900802	0.142961342	0.033552152	0.016046681
110010029001	2256	1058	741	9	65	0	338	45	725	0.07712766	39298	0.141498216	0.271700357	0.040428062	0.168846611	0.257431629	0.09334126	0.026753864
110010029002	2490	1297	622	0	33	0	453	85	949	0.095983936	40701	0.194972067	0.249162011	0.025139665	0.25027933	0.164804469	0.080446927	0.035195531
110010030001	1686	999	525	8	146	0	0	8	169	0.168955224	49673	0.109011628	0.13880814	0.002180233	0.391715116	0.256540698	0.084302326	0.01744186
110010030002	2051	659	1303	0	0	0	69	20	244	0.349585568	29641	0.152594888	0.247869868	0.007745933	0.342370256	0.198295895	0.028659954	0.022463207
110010031001	3280	1439	1072	138	84	0	523	24	1252	0.108536585	30180	0.235432331	0.342105263	0.012218045	0.257048872	0.079887218	0.069548872	0.003759398
110010032001	1120	236	829	0	0	0	55	0	258	0.128571429	25870	0.273869347	0.484924623	0.020100503	0.14321608	0.077889447	0	0
